X_0,Y_0,Z_0,X_1,Y_1,Z_1,X_2,Y_2,Z_2,X_3,Y_3,Z_3,X_4,Y_4,Z_4,X_5,Y_5,Z_5,X_6,Y_6,Z_6,X_7,Y_7,Z_7,X_8,Y_8,Z_8,X_9,Y_9,Z_9,Time_list,Temperature_list,Speed_list
-4.48591,0.566089,9.852,-1.84899,4.88941,10.1352,2.34206,0.170357,9.89259,-4.34626,-4.11727,10.2179,-6.04737,-1.50468,9.98961,-3.96305,1.94346,9.95031,3.49499,3.73305,9.98368,5.58748,5.21756,9.99338,4.46688,-3.58148,10.1136,1.25683,-1.25088,9.87811,0.001,6.69251e+007,
-4.24282,0.531059,9.84486,-1.84518,4.87935,10.1222,2.29654,0.171014,9.88472,-4.33573,-4.10731,10.205,-6.02248,-1.49863,9.97668,-3.86662,1.90143,9.93839,3.4584,3.69404,9.97068,5.55747,5.18952,9.98043,4.45664,-3.57328,10.1006,1.23446,-1.23617,9.86956,0.0011,8.59619e+007,
-4.0067,0.495861,9.83756,-1.84124,4.86895,10.1088,2.25058,0.171829,9.87658,-4.32485,-4.09702,10.1916,-5.94282,-1.47913,9.96339,-3.75814,1.85494,9.92642,3.4002,3.63208,9.95685,5.46185,5.10017,9.96709,4.44606,-3.5648,10.0872,1.21157,-1.22137,9.86098,0.0012,1.17298e+008,
-3.77964,0.460657,9.83019,-1.83719,4.85826,10.0949,2.20457,0.17283,9.8683,-4.31368,-4.08646,10.1777,-5.8173,-1.44834,9.94992,-3.64084,1.80552,9.91455,3.32428,3.55128,9.94299,5.31174,4.95988,9.95352,4.4352,-3.5561,10.0734,1.1883,-1.20662,9.85245,0.0013,1.52264e+008,
-3.56311,0.425614,9.82282,-1.83305,4.84734,10.0808,2.15884,0.174038,9.85998,-4.30227,-4.07568,10.1635,-5.65459,-1.40838,9.93641,-3.51756,1.75447,9.90288,3.23421,3.45546,9.92919,5.11833,4.77912,9.93989,4.4241,-3.5472,10.0592,1.16479,-1.19205,9.84402,0.0014,1.84357e+008,
-3.35801,0.390896,9.8155,-1.82884,4.83623,10.0663,2.11366,0.175471,9.85169,-4.29066,-4.06472,10.1491,-5.46296,-1.36127,9.92299,-3.39082,1.70286,9.89147,3.13327,3.34814,9.91558,4.8925,4.56804,9.92632,4.41281,-3.53816,10.0447,1.14115,-1.17774,9.83578,0.0015,2.09416e+008,
-3.16485,0.35666,9.80831,-1.82456,4.82497,10.0516,2.06926,0.177141,9.84351,-4.27889,-4.05361,10.1343,-5.25003,-1.3089,9.90975,-3.26273,1.65157,9.8804,3.02437,3.23244,9.90224,4.64434,4.33604,9.91292,4.40137,-3.52899,10.03,1.11747,-1.16381,9.82775,0.0016,2.25428e+008,
-2.98378,0.323045,9.80129,-1.82024,4.81359,10.0366,2.02581,0.179052,9.8355,-4.26701,-4.0424,10.1194,-5.02267,-1.25298,9.8968,-3.1351,1.60132,9.86971,2.91005,3.11112,9.88925,4.38286,4.09153,9.89979,4.38981,-3.51973,10.015,1.09384,-1.15034,9.81998,0.0017,2.32084e+008,
-2.81469,0.290169,9.79447,-1.81588,4.80211,10.0215,1.98346,0.181196,9.82771,-4.25503,-4.03111,10.1043,-4.7869,-1.19502,9.8842,-3.00936,1.55266,9.85945,2.79245,2.98654,9.87668,4.11589,3.84178,9.88702,4.37816,-3.51039,9.9999,1.07032,-1.13738,9.81251,0.0018,2.30251e+008,
-2.65728,0.258127,9.78789,-1.8115,4.79056,10.0062,1.9423,0.183576,-7.85234,-4.24298,-4.01975,10.089,-4.54789,-1.1363,9.87203,-2.88668,1.50603,9.84964,2.67329,2.86064,9.86458,3.84998,3.59281,9.87466,4.36033,-3.4961,9.9846,1.04697,-1.12499,-8.28805,0.0019,1.85119e+013,
-2.51109,0.226989,9.78158,-1.80709,4.77896,9.99075,1.90347,0.18619,-108.682,-4.23089,-4.00836,10.0735,-4.30994,-1.07793,9.86033,-2.76794,1.46175,9.84031,2.55382,2.73492,9.85299,3.59048,3.34954,9.86277,4.30772,-3.45393,9.9692,1.02444,-1.11354,-111.519,0.002,1.35401e+013,
-2.37551,0.196796,9.77557,-1.80041,4.76136,9.97522,1.87214,0.188695,-194.974,-4.21877,-3.99694,10.058,-4.07652,-1.02081,9.84914,-2.65378,1.42005,9.83146,2.43478,2.61033,9.84193,3.34174,3.11578,9.85141,4.2259,-3.38834,9.95385,1.00587,-1.10466,-199.865,0.0021,9.99592e+012,
-2.24989,0.167578,9.76988,-1.78083,4.70978,9.95971,1.84707,0.191006,-269.182,-4.20665,-3.98551,10.0424,-3.85039,-0.965661,9.8385,-2.54467,1.38101,9.82306,2.31644,2.48758,9.83145,3.10731,2.89452,9.84061,4.12028,-3.30366,9.93868,0.990727,-1.09787,-275.842,0.0022,7.46871e+012,
-2.13354,0.139375,9.76449,-1.75041,4.62967,9.94435,1.82729,0.193146,-333.396,-4.19452,-3.97408,10.0266,-3.63363,-0.913053,9.82843,-2.44088,1.34475,9.81515,2.19838,2.36701,9.82151,2.89025,2.68802,9.8304,3.99593,-3.20396,9.92379,0.978489,-1.09283,-341.591,0.0023,5.66373e+012,
-2.02574,0.112226,9.75942,-1.71113,4.52617,9.92925,1.812,0.195141,-389.387,-4.18241,-3.96266,10.0108,-3.42777,-0.863432,9.81895,-2.34256,1.31133,9.80774,2.07946,2.2486,9.81207,2.69341,2.49795,9.82084,3.8575,-3.09298,9.90928,0.968716,-1.08929,-398.926,0.0024,4.37111e+012,
-1.92574,0.086173,9.75466,-1.66479,4.40412,9.91452,1.80051,0.197011,-438.646,-4.17032,-3.95126,9.99499,-3.23384,-0.817138,9.81006,-2.24973,1.28075,9.80082,1.9577,2.13213,9.80311,2.51968,2.32544,9.81197,3.7092,-2.97408,9.89523,0.961037,-1.08701,-449.376,0.0025,3.44229e+012,
-1.83278,0.0612761,9.75024,-1.61309,4.26792,9.90024,1.79223,0.198775,-482.43,-4.15228,-3.93424,9.97909,-3.05251,-0.774411,9.80175,-2.16235,1.253,9.79438,1.8306,2.01744,9.79457,2.37185,2.17096,9.80384,3.55472,-2.85021,9.88169,0.955136,-1.0858,-494.23,0.0026,2.77252e+012,
-1.74611,0.0376171,9.74626,-1.55753,4.12156,9.88646,1.78669,0.20045,-521.793,-4.10027,-3.8851,9.96322,-2.88411,-0.735364,9.79392,-2.08028,1.228,9.7884,1.69609,1.90488,9.78638,2.25181,2.034,9.7965,3.39723,-2.72394,9.86871,0.950745,-1.08551,-534.568,0.0027,2.28815e+012,
-1.66496,0.0152843,9.74254,-1.49943,3.96855,9.87325,1.78347,0.202049,-557.616,-4.01981,-3.80906,9.94753,-2.72875,-0.700171,9.7867,-2.00336,1.20569,9.78287,1.55414,1.79558,9.77851,2.15904,1.91292,9.78998,3.2394,-2.5974,9.85634,0.94764,-1.08599,-571.295,0.0028,1.93743e+012,
-1.58859,-0.00561553,9.73906,-1.43995,3.81197,9.86065,1.78222,0.203584,-590.641,-3.91622,-3.71113,9.93212,-2.58639,-0.668965,9.7801,-1.93138,1.18594,9.77777,1.40762,1.69115,9.77097,2.08986,1.80537,9.78421,3.08345,-2.47238,9.8446,0.945628,-1.08714,-605.17,0.0029,1.68403e+012,
-1.51624,-0.0249611,9.7358,-1.38006,3.65443,9.84867,1.78266,0.205066,-621.485,-3.79447,-3.59603,9.91709,-2.45686,-0.641858,9.7741,-1.86412,1.16862,9.77308,1.2613,1.59304,9.76384,2.03849,1.70897,9.77911,2.93112,-2.3503,9.8335,0.944549,-1.08885,-636.827,0.003,1.50244e+012,
-1.4472,-0.0426262,9.73275,-1.32057,3.49812,9.83735,1.78453,0.206503,-650.67,-3.65918,-3.46813,9.90253,-2.33988,-0.618917,9.7687,-1.80137,1.1536,9.76878,1.11982,1.50213,9.75718,1.99921,1.6218,9.77455,2.78377,-2.23223,9.82306,0.944263,-1.09104,-666.8,0.0031,1.37467e+012,
-1.38078,-0.0584923,9.7299,-1.26216,3.34485,9.8267,1.78763,0.207904,-678.63,-3.51448,-3.33133,9.8885,-2.23512,-0.60017,9.76386,-1.7429,1.14069,9.76484,0.98647,1.41875,9.75105,1.96757,1.54243,9.77044,2.64241,-2.119,9.81327,0.944656,-1.09365,-695.537,0.0032,1.28806e+012,
-1.31637,-0.0724641,9.72721,-1.20534,3.19607,9.81672,1.79179,0.209275,-705.735,-3.36402,-3.18911,9.87505,-2.14217,-0.585598,9.75959,-1.6885,1.12971,9.76125,0.863157,1.34284,9.74548,1.94054,1.46982,9.76672,2.50776,-2.0112,9.80413,0.94563,-1.09661,-723.414,0.0033,1.23367e+012,
-1.25344,-0.0845021,9.72468,-1.15052,3.05293,9.80741,1.79685,0.210622,-732.295,-3.21092,-3.04444,9.86222,-2.06053,-0.575109,9.75586,-1.63799,1.12046,9.75798,0.750719,1.27408,9.74046,1.91615,1.40318,9.76332,2.38028,-1.90919,9.79564,0.947101,-1.09989,-750.752,0.0034,1.20518e+012,
-1.19158,-0.0946385,9.72229,-1.09798,2.91631,9.79876,1.80269,0.21195,-758.575,-3.05781,-2.89984,9.85004,-1.98963,-0.568524,9.75264,-1.59121,1.1127,9.75502,0.649313,1.21207,9.73599,1.89321,1.34186,9.76021,2.26021,-1.81319,9.78778,0.948998,-1.10343,-777.823,0.0035,1.19816e+012,
-1.13055,-0.102994,9.72003,-1.04792,2.78687,9.79077,1.80921,0.213264,-784.803,-2.90686,-2.75736,9.83853,-1.92877,-0.565565,9.7499,-1.54804,1.10617,9.75234,0.558695,1.15631,9.73205,1.87101,1.28533,9.75737,2.14764,-1.72327,9.78053,0.951263,-1.1072,-804.86,0.0036,1.20953e+012,
-1.07028,-0.109781,9.7179,-1.00045,2.66511,9.78342,1.81632,0.214567,-811.175,-2.75979,-2.61869,9.82771,-1.87714,-0.565853,9.74759,-1.50839,1.10063,9.74993,0.478405,1.10632,9.72859,1.84914,1.23316,9.75477,2.04253,-1.63942,9.77388,0.953845,-1.11117,-832.065,0.0037,1.23717e+012,
-1.01083,-0.115297,9.7159,-0.95562,2.55136,9.77669,1.82394,0.215863,-837.862,-2.61793,-2.48512,9.81757,-1.83383,-0.568916,9.74569,-1.47219,1.09579,9.74776,0.407881,1.06158,9.72559,1.8274,1.18495,9.75238,1.94471,-1.56152,9.76779,0.956701,-1.11533,-859.616,0.0038,1.27972e+012,
-0.952448,-0.119902,9.71403,-0.913399,2.44586,9.77057,1.83201,0.217155,-865.016,-2.48231,-2.3577,9.80812,-1.79781,-0.574206,9.74413,-1.43941,1.09135,9.74581,0.346542,1.02164,9.72302,1.80574,1.14037,9.75021,1.85397,-1.48942,9.76226,0.959795,-1.11964,-887.67,0.0039,1.33637e+012,
-0.895439,-0.12399,9.71231,-0.873715,2.34875,9.76503,1.84048,0.218445,-892.775,-2.35362,-2.23717,9.79935,-1.76806,-0.581129,9.74287,-1.41005,1.08704,9.74407,0.293807,0.986066,9.72083,1.78415,1.09912,9.74822,1.77003,-1.42289,9.75724,0.963097,-1.12408,-916.368,0.004,1.40678e+012,
-0.840164,-0.127958,9.71073,-0.83645,2.26011,9.76005,1.84931,0.219736,-921.262,-2.23235,-2.1241,9.79126,-1.74355,-0.589061,9.74186,-1.38412,1.08256,9.74253,0.249127,0.954439,9.71898,1.76271,1.06095,9.74642,1.69257,-1.36172,9.75272,0.966581,-1.12866,-945.839,0.0041,1.49097e+012,
-0.786977,-0.132186,9.7093,-0.801437,2.17995,9.7556,1.85846,0.221029,-950.593,-2.11876,-2.01894,9.78384,-1.72331,-0.597374,9.74106,-1.36168,1.07765,9.74117,0.211986,0.926398,9.71745,1.74151,1.02563,9.74479,1.62125,-1.30565,9.74866,0.970225,-1.13335,-976.204,0.0042,1.58927e+012,
-0.736192,-0.137013,9.70803,-0.768484,2.10823,9.75166,1.86789,0.222327,-980.879,-2.01296,-1.92201,9.77706,-1.70647,-0.605434,9.74042,-1.34276,1.07206,9.73997,0.181896,0.901617,9.7162,1.72067,0.992945,9.74332,1.55574,-1.25443,9.74504,0.974012,-1.13814,-1007.58,0.0043,1.70234e+012,
-0.688052,-0.14273,9.70692,-0.737375,2.04482,9.74818,1.87759,0.22363,-1012.22,-1.91491,-1.83358,9.77092,-1.69229,-0.612604,9.73989,-1.32741,1.06561,9.73893,0.15839,0.879806,9.71518,1.7003,0.962725,9.74199,1.4957,-1.20781,9.74183,0.977926,-1.14303,-1040.07,0.0044,1.83109e+012,
-0.642722,-0.149567,9.70595,-0.707892,1.98953,9.74515,1.88752,0.22494,-1044.73,-1.82446,-1.75391,9.76539,-1.68014,-0.618246,9.73945,-1.31565,1.05817,9.73803,0.141006,0.860712,9.71438,1.68054,0.934804,9.74081,1.44078,-1.16552,9.739,0.981953,-1.148,-1073.79,0.0045,1.97674e+012,
-0.600282,-0.157691,9.70513,-0.679824,1.94209,9.74253,1.89769,0.226258,-1078.51,-1.74131,-1.68324,9.76045,-1.66958,-0.621723,9.73907,-1.30746,1.04966,9.73727,0.129277,0.844112,9.71377,1.66151,0.909032,9.73976,1.39067,-1.12733,9.73653,0.986083,-1.15305,-1108.85,0.0046,2.14081e+012,
-0.56073,-0.167202,9.70444,-0.652987,1.90212,9.74027,1.90806,0.227585,-1113.65,-1.66506,-1.62177,9.75608,-1.66033,-0.62242,9.73872,-1.30276,1.04012,9.73664,0.122718,0.829808,9.71332,1.64332,0.885273,9.73884,1.34506,-1.09301,9.73438,0.990307,-1.15818,-1145.35,0.0047,2.32513e+012,
-0.523995,-0.178133,9.70388,-0.627237,1.86916,9.73836,1.91862,0.228923,-1150.27,-1.59518,-1.56966,9.75224,-1.65229,-0.619792,9.7384,-1.30139,1.02962,9.73613,0.120825,0.817621,9.71301,1.62608,0.863402,9.73803,1.30368,-1.06232,9.73254,0.994617,-1.16339,-1183.42,0.0048,2.53188e+012,
-0.489948,-0.19045,9.70342,-0.602481,1.84268,9.73675,1.92938,0.230272,-1188.48,-1.53105,-1.52695,9.7489,-1.64553,-0.613433,9.73808,-1.30313,1.01833,9.73574,0.12307,0.807382,9.71282,1.60989,0.843301,9.73733,1.26625,-1.03506,9.73097,0.999006,-1.16866,-1223.16,0.0049,2.76366e+012,
-0.458419,-0.204062,9.70308,-0.578674,1.82206,9.73541,1.94031,0.231633,-1228.39,-1.47194,-1.49345,9.74602,-1.64022,-0.60316,9.73779,-1.30766,1.00644,9.73545,0.128909,0.798931,9.71274,1.59484,0.824861,9.73673,1.23253,-1.01104,9.72966,1.00347,-1.174,-1264.7,0.005,3.02349e+012,
-0.429217,-0.218826,9.70282,-0.555817,1.80666,9.73432,1.95142,0.233006,-1270.13,-1.41715,-1.46872,9.74355,-1.63659,-0.589069,9.73751,-1.31462,0.9942,9.73525,0.137788,0.792113,9.71275,1.58103,0.807977,9.73623,1.20229,-0.990059,9.72857,1.008,-1.17941,-1308.18,0.0051,3.31493e+012,
-0.402145,-0.234564,9.70265,-0.533942,1.79582,9.73344,1.96269,0.234392,-1313.82,-1.36602,-1.45201,9.74144,-1.63486,-0.571561,9.73728,-1.32357,0.98185,9.73514,0.149156,0.786772,9.71285,1.5685,0.792549,9.73582,1.17532,-0.971943,9.7277,1.0126,-1.18487,-1353.73,0.0052,3.64214e+012,
-0.377019,-0.251073,9.70254,-0.513102,1.78888,9.73274,1.97413,0.235792,-1359.61,-1.31803,-1.44235,9.73964,-1.63511,-0.551286,9.73708,-1.33407,0.96963,9.7351,0.162477,0.782757,9.71301,1.55734,0.778478,9.73549,1.15144,-0.95652,9.72701,1.01727,-1.1904,-1401.49,0.0053,4.00997e+012,
-0.353673,-0.268139,9.70251,-0.49335,1.78523,9.73221,1.98573,0.237207,-1407.65,-1.27281,-1.43862,9.73812,-1.6373,-0.529055,9.73695,-1.34569,0.957763,9.73512,0.177237,0.779921,9.71324,1.54758,0.765668,9.73524,1.13045,-0.943624,9.72649,1.02199,-1.19599,-1451.64,0.0054,4.42411e+012,
-0.331974,-0.285545,9.70253,-0.474739,1.78427,9.73183,1.9975,0.238637,-1458.09,-1.23012,-1.43966,9.73683,-1.64127,-0.505723,9.73687,-1.35799,0.946444,9.73519,0.192961,0.778119,9.71352,1.53926,0.754025,9.73506,1.11219,-0.933094,9.72613,1.02678,-1.20164,-1504.35,0.0055,4.89121e+012,
-0.311817,-0.303084,9.7026,-0.457301,1.78548,9.73156,2.00942,0.240081,-1511.11,-1.18985,-1.44437,9.73575,-1.64673,-0.482101,9.73684,-1.3706,0.935841,9.7353,0.209214,0.777217,9.71384,1.53239,0.743454,9.73495,1.09651,-0.92477,9.7259,1.03162,-1.20735,-1559.8,0.0056,5.4191e+012,
-0.293125,-0.320557,9.70272,-0.441056,1.78837,9.7314,2.02149,0.241542,-1566.91,-1.15194,-1.45178,9.73485,-1.65337,-0.458895,9.73687,-1.38316,0.926092,9.73544,0.225608,0.777088,9.7142,1.52699,0.733864,9.73489,1.08325,-0.918497,9.72579,1.03651,-1.21312,-1618.21,0.0057,6.01695e+012,
-0.275845,-0.337784,9.70288,-0.426002,1.79254,9.73133,2.03373,0.243019,-1625.69,-1.11636,-1.46109,9.73411,-1.66085,-0.436678,9.73694,-1.39539,0.917303,9.7356,0.241808,0.777615,9.71459,1.52305,0.725163,9.73489,1.07227,-0.91412,9.72579,1.04147,-1.21895,-1679.79,0.0058,6.69562e+012,
-0.259939,-0.3546,9.70307,-0.412119,1.79761,9.73134,2.04613,0.244513,-1687.67,-1.08308,-1.47163,9.73352,-1.66885,-0.41589,9.73704,-1.40702,0.909556,9.73577,0.257531,0.77869,9.715,1.52055,0.717261,9.73494,1.06344,-0.911485,9.72588,1.04647,-1.22484,-1744.79,0.0059,7.46793e+012,
-0.245378,-0.370861,9.7033,-0.399371,1.80328,9.7314,2.05868,0.246024,-1753.11,-1.05207,-1.4829,9.73305,-1.67708,-0.396846,9.73718,-1.41787,0.902906,9.73595,0.272545,0.780219,9.71543,1.51944,0.710069,9.73504,1.05662,-0.910438,9.72606,1.05153,-1.23078,-1813.48,0.006,8.34909e+012,
-0.232134,-0.386444,9.70356,-0.387711,1.80928,9.73152,2.0714,0.247553,-1822.28,-1.02325,-1.49449,9.7327,-1.68528,-0.379757,9.73734,-1.42779,0.897382,9.73613,0.28667,0.782113,9.71587,1.51967,0.703501,9.73517,1.05167,-0.910828,9.72631,1.05665,-1.23679,-1886.17,0.0061,9.35725e+012,
-0.220175,-0.401247,9.70385,-0.37708,1.81541,9.73168,2.08427,0.249099,-1895.48,-0.996573,-1.50612,9.73245,-1.69327,-0.364743,9.7375,-1.43667,0.892993,9.7363,0.299773,0.784296,9.71632,1.52117,0.697476,9.73534,1.04848,-0.912502,9.72662,1.06182,-1.24286,-1963.18,0.0062,1.0514e+013,
-0.209463,-0.415188,9.70415,-0.367415,1.8215,9.73188,2.09731,0.250664,-1973.04,-0.971935,-1.51759,9.73229,-1.70087,-0.351853,9.73768,-1.44444,0.889724,9.73647,0.311766,0.786697,9.71677,1.52386,0.691915,9.73553,1.04689,-0.915315,9.72698,1.06704,-1.24898,-2044.87,0.0063,1.18455e+013,
-0.199949,-0.428206,9.70448,-0.358647,1.8274,9.7321,2.11052,0.252248,-2055.34,-0.949238,-1.52874,9.73221,-1.70796,-0.341078,9.73785,-1.45105,0.887542,9.73663,0.322601,0.789254,9.71721,1.52764,0.686743,9.73575,1.04678,-0.91912,9.72739,1.07232,-1.25517,-2131.65,0.0064,1.33828e+013,
-0.191577,-0.44026,9.70481,-0.350705,1.83301,9.73233,2.12389,0.253852,-2142.77,-0.928371,-1.53948,9.7322,-1.71446,-0.332362,9.73803,-1.4565,0.886396,9.73678,0.332269,0.791911,9.71766,1.5324,0.681894,9.73599,1.04801,-0.923778,9.72783,1.07765,-1.26142,-2223.96,0.0065,1.51639e+013,
-0.184278,-0.451327,9.70516,-0.34352,1.83826,9.73259,2.13743,0.255474,-2235.81,-0.909217,-1.54975,9.73225,-1.72032,-0.325612,9.73819,-1.46081,0.886216,9.73691,0.340789,0.794615,9.71809,1.53803,0.677304,9.73624,1.05045,-0.929154,9.7283,1.08303,-1.26774,-2322.32,0.0066,1.72347e+013,
-0.177975,-0.461397,9.70552,-0.337021,1.84311,9.73285,2.15115,0.257117,-2334.95,-0.891657,-1.55953,9.73236,-1.72549,-0.320709,9.73834,-1.46401,0.88692,9.73702,0.348206,0.797322,9.71852,1.5444,0.672917,9.73651,1.05396,-0.93512,9.7288,1.08847,-1.27411,-2427.27,0.0067,1.96512e+013,
-0.172586,-0.470478,9.70589,-0.331141,1.84751,9.73311,2.16504,0.25878,-2440.76,-0.875569,-1.56879,9.73251,-1.72996,-0.317511,9.73849,-1.46615,0.888415,9.73712,0.354589,0.799988,9.71894,1.55138,0.668685,9.73678,1.0584,-0.941556,9.72931,1.09397,-1.28055,-2539.45,0.0068,2.24824e+013,
-0.168022,-0.478589,9.70626,-0.325818,1.85145,9.73337,2.17911,0.260465,-2553.88,-0.860836,-1.57755,9.7327,-1.73373,-0.315864,9.73862,-1.46729,0.890599,9.7372,0.36002,0.802576,9.71934,1.55885,0.664563,9.73705,1.06363,-0.948349,9.72983,1.09952,-1.28705,-2659.55,0.0069,2.58129e+013,
-0.164193,-0.485759,9.70662,-0.320989,1.85493,9.73364,2.19336,0.26217,-2675.02,-0.847341,-1.58582,9.73292,-1.73682,-0.315605,9.73873,-1.46752,0.893366,9.73726,0.364594,0.805053,9.71974,1.56667,0.660516,9.73732,1.06954,-0.955395,9.73036,1.10513,-1.29362,-2788.39,0.007,2.97478e+013,
-0.161007,-0.492026,9.70699,-0.3166,1.85797,9.73389,2.2078,0.263897,-2805,-0.834971,-1.59362,9.73317,-1.73924,-0.316568,9.73883,-1.46691,0.896606,9.73731,0.36841,0.807388,9.72012,1.57474,0.656512,9.73758,1.07599,-0.962602,9.73089,1.11079,-1.30026,-2926.85,0.0071,3.4418e+013,
-0.158375,-0.497434,9.70736,-0.312596,1.86059,9.73415,2.22242,0.265646,-2944.72,-0.823618,-1.60096,9.73343,-1.74102,-0.318588,9.73891,-1.46554,0.900212,9.73735,0.371572,0.809556,9.72048,1.58293,0.652527,9.73784,1.08286,-0.969883,9.73141,1.11652,-1.30696,-3075.97,0.0072,3.99875e+013,
-0.15621,-0.502033,9.70772,-0.30893,1.8628,9.73439,2.23723,0.267418,-3095.23,-0.813181,-1.60788,9.73372,-1.7422,-0.321504,9.73898,-1.46351,0.904079,9.73736,0.374184,0.811534,9.72083,1.59113,0.64854,9.73808,1.09005,-0.977165,9.73193,1.1223,-1.31373,-3236.9,0.0073,4.66633e+013,
-0.154431,-0.505877,9.70808,-0.305556,1.86465,9.73463,2.25224,0.269213,-3257.71,-0.803563,-1.6144,9.73402,-1.74282,-0.325164,9.73904,-1.4609,0.908108,9.73737,0.376345,0.813307,9.72117,1.59926,0.644538,9.73831,1.09744,-0.984381,9.73243,1.12814,-1.32058,-3410.98,0.0074,5.47083e+013,
-0.152963,-0.509021,9.70844,-0.302434,1.86616,9.73485,2.26745,0.271032,-3433.52,-0.794672,-1.62054,9.73432,-1.74291,-0.329426,9.73908,-1.4578,0.91221,9.73736,0.378149,0.814859,9.7215,1.60722,0.640509,9.73853,1.10494,-0.991476,9.73292,1.13404,-1.32749,-3599.73,0.0075,6.44582e+013,
-0.151736,-0.511524,9.70878,-0.299527,1.86737,9.73507,2.28286,0.272875,-3624.2,-0.786426,-1.62632,9.73463,-1.74251,-0.334159,9.73911,-1.45429,0.916301,9.73734,0.379683,0.816183,9.72181,1.61495,0.636446,9.73873,1.11246,-0.998402,9.73339,1.14001,-1.33447,-3804.92,0.0076,7.63459e+013,
-0.15069,-0.513443,9.70912,-0.2968,1.86831,9.73527,2.29847,0.274742,-3831.56,-0.778744,-1.63178,9.73494,-1.74167,-0.339243,9.73912,-1.45044,0.920309,9.73731,0.381027,0.817272,9.72211,1.62238,0.632344,9.73891,1.11993,-1.00512,9.73384,1.14603,-1.34152,-4028.58,0.0077,9.09328e+013,
